,mallId,mallProductId,updateType,mallReviewId,mallSeq,nvMid,matchNvMid,userId,title,content,registerDate,modifyDate,createTime,qualityScore,starScore,imageYn,imageCount,videoYn,videoCount,topicYn,topicCount,topics,uniqueKey,mallName,mallLogo,buyOption,pageUrl,images,_uniqueKey,videos
166,11st,3288857658,UPSERT,184321953,17703,25783022889,25604807522,kj******,최고예요,엄마 효도폰으로 선물했어요 <em>엄마가 너무너무 좋아하셔서 완전 대만족이에요</em> 22개월 무이자 할부라 부담없이 선물했어요 <em>핑크색 너무 따뜻해보이고 예뻐요</em> 액정은 커졌는데 엄청 가볍고 얇아서 놀랐어요  자급제라 선물하기 편했어요 스마트스위치로 유심만 바꿔끼니 앱을 새로깔필요없이 예전폰 그대로 옮겨지니 너무 편하네요 최신폰 할인받아 잘샀어요~,2021-08-23,2021-08-23,1629828228633,0.726882,5,N,0,N,0,Y,3,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 39, 'endPosition': 102, 'reputationScore': 729, 'positiveYn': 'Y'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 162, 'endPosition': 206, 'reputationScore': 671, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 162, 'endPosition': 206, 'reputationScore': 671, 'positiveYn': 'Y'}]",184321953-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
167,11st,3295262988,UPSERT,179192548,17703,26510319930,25604807522,mi******,최고예요,엄마 핸드폰을 바꿔드리려고 알아보던 중에 <em>자급제로 바꾸는게 좋을거같아서 </em>구입하게 되었습니다. <em>바이올렛 색상 너무 예뻐서 마음에 들어하시네요</em>~ 대리점 가지 않아도 스마트스위치로 자료 옮길수있어서 간편하고 좋아요~ 같이 주신 고속충전기도 잘 사용하겠습니다,2021-06-27,2021-06-27,1624903565581,0.726853,5,N,0,N,0,Y,3,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 59, 'endPosition': 103, 'reputationScore': 575, 'positiveYn': 'Y'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 134, 'endPosition': 198, 'reputationScore': 792, 'positiveYn': 'Y'}, {'topicCode': 'design', 'topicName': '디자인', 'topicNameRaw': '디자인', 'startPosition': 161, 'endPosition': 198, 'reputationScore': 607, 'positiveYn': 'Y'}]",179192548-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
168,11st,3295262988,UPSERT,179573697,17703,26510319930,25604807522,he******,최고예요,평생을 아이폰만 썼고 통신사의 노예가 되어 살다가 첨으로 알뜰폰 요금제를 사용하게 되면서 자급제 폰을구매하게됐는데요 <em>쿠팡보다 저렴하고 사은품도 많이 주고 너무 만족스럽네요</em>ㅎ<em>고속충전기도 공짜로 받다니 너무 좋아요</em>! 그레이 실물도 진짜 이뻐요!!! 케이스를 끼우니약간 네이비 느낌도 나면서 갤럭시로 첨 갈아탄 게 <em>보람이있네요</em>ㅎㅎ <em>잘 쓰겠습니다</em> 굿굿 많이 파세요!,2021-07-01,2021-07-01,1625248880323,0.726818,5,N,0,N,0,Y,5,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 167, 'endPosition': 219, 'reputationScore': 647, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 193, 'endPosition': 244, 'reputationScore': 742, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 248, 'endPosition': 302, 'reputationScore': 731, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 435, 'endPosition': 452, 'reputationScore': 540, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 460, 'endPosition': 478, 'reputationScore': 365, 'positiveYn': 'N'}]",179573697-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
169,11st,3295262988,UPSERT,178348235,17703,26510319930,25604807522,co******,최고예요,"먼저 발송은 주문한 다음 날 바로 되었는데, 택배 이동 과정은 이틀 정도 걸려 발송되고 이틀 후에 받았습니다.사은품도 꼼꼼하게 잘 챙겨져 있었고 휴대폰 역시 하자 없는 제품으로 배송된 것 같습니다.도착하고나서 한 6시간째 사용 중인데 전에 쓰던 갤럭시s9도 약간 따듯한 정도로 발열이 있었어서 그런지 s21도 사용하는데 발열이 엄청 심하다는 생각이 들지 않는 것 같아요.핑크색 호불호가 많이 갈려서 고민했는데 딸기우유색, 베이비핑크색을 예쁘게 뽑아낸 것 같아요. 전체적으로 만족합니다.",2021-06-18,2021-06-18,1624126056738,0.726413,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 645, 'endPosition': 659, 'reputationScore': 458, 'positiveYn': 'Y'}]",178348235-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
170,ssgcom,1000060241215,UPSERT,1139980792,218835,28762173517,25604807522,mi******,금요일 주문해서 토요일 받았어요 배송이 엄청빠르네요~ ,금요일 주문해서 토요일 받았어요<br>배송이 엄청빠르네요~<br>기존갤러시s9을 3년 넘게 사용하다 수명이 다된듯 느리고 터치도 안되서 <em>폰구매하려고 여기저기 찾던중 자주이용하던 SSG에서 확인하니 가격이 너무 착해 카드 쿠폰 죄다할인받고</em> 갖고 있던 상품권 사용까지 ㅋㅋ 엄청 싸게 구매했어요~~~ <br>기존폰에있던 유심사용하며 4G <em>요금제를 그대로 사용할수있어</em> 더욱 좋군요 <br>자급제폰은 처음사용하는데 이제야이걸 알았나 싶네요 ~핸드폰 속도 빠르고 <em>크기도 좋고 아주 맘에 듭니다</em> ~~~,2021-07-24,2021-07-24,1640803334443,0.726297,5,N,0,N,0,Y,4,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 178, 'endPosition': 260, 'reputationScore': 615, 'positiveYn': 'Y'}, {'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 249, 'endPosition': 317, 'reputationScore': 745, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 441, 'endPosition': 481, 'reputationScore': 605, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 606, 'endPosition': 645, 'reputationScore': 671, 'positiveYn': 'Y'}]",1139980792-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
171,ncp_1nod3n_01,5331288375,UPSERT,3253211444,781798,82875781042,25604807522,1123****,한달정도 사용한것 같네요~한손에 쏙 들어오는 아담한 크기라 첨엔 어색했는데 들고다니기 편하고 훨 좋아요~케이스 씌우긴 하지만 재질도 막 미끄러지는 재질이 아니라 쌩폰으로 잡아도 손,한달정도 사용한것 같네요~<br>한손에 쏙 들어오는 아담한 크기라 첨엔 어색했는데 들고다니기 편하고 <em>훨 좋아요</em>~<br>케이스 씌우긴 하지만 재질도 막 미끄러지는 재질이 아니라 쌩폰으로 잡아도 손에 착 감겨요<br><em>자급제폰은 통신사어플이 안깔려있어서 넘 맘에듭니다</em> <br><em>잘쓸께요</em>~~,2021-09-02,2021-09-02,1630608317217,0.726131,5,Y,1,N,0,Y,3,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 136, 'endPosition': 148, 'reputationScore': 415, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 281, 'endPosition': 353, 'reputationScore': 865, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 359, 'endPosition': 370, 'reputationScore': 329, 'positiveYn': 'Y'}]",3253211444-ncp_1nod3n_01-5331288375,삼성모바일파트너 코잇,https://shopping-phinf.pstatic.net/20210216_20/0640e11b-7791-4eaa-b066-7199eeb4511c.jpg,색상선택: 팬텀 핑크,https://smartstore.naver.com/main/products/5331288375,['https://phinf.pstatic.net/checkout/20210902_249/1630546482986DD5oA_JPEG/review-attachment-dca8c500-e40e-4068-834e-5232334b178f.jpeg'],,
172,ssgcom,1000060241215,UPSERT,1147568935,218835,28762173517,25604807522,ku******,엄마가 사용하시던 폰이 오래되서 바꿔드렸어요.  전에 ,"엄마가 사용하시던 폰이 오래되서 바꿔드렸어요.<br>전에 쓰시던 것보다 터치도 잘되고 반응속도도 빠르다고 좋아하시네요.<br>자급제폰은 처음 구매해보는데 유심만 바꾸면 되고, 폰에 저장된 정보도 앱으로 쉽게 옮길 수 있어서 걱정과는 달리 수월하게 교체할 수 있었습니다. <br>잘 사용할게요~",2021-10-06,2021-10-06,1640803323908,0.72569,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 117, 'endPosition': 163, 'reputationScore': 685, 'positiveYn': 'Y'}]",1147568935-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
173,11st,3295262988,UPSERT,178885191,17703,26510319930,25604807522,14******,최고예요,"5년 쓴 아빠의 폰이 잘 안터져 이것저것 알아보던중 쿠폰할인에 t멤버쉽할인까지 받아 <em>저렴한 가격으로 구입하였습니다</em>...  배송은 이틀만에 왔고, 오자마자 유심껴드렸는데... 폰이 가볍고 빠르고 좋다며 조작하는방법 열심히 공부중시네요~ 보는 제가 더 <em>만족스럽습니다</em>~~  <em>번창하세요</em>~^^",2021-06-24,2021-06-24,1624644086198,0.725567,5,N,0,N,0,Y,3,"[{'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 115, 'endPosition': 158, 'reputationScore': 670, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 337, 'endPosition': 357, 'reputationScore': 497, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 362, 'endPosition': 376, 'reputationScore': 445, 'positiveYn': 'Y'}]",178885191-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
174,ncp_1nod3n_01,5331288375,UPSERT,3226071973,781798,82875781042,25604807522,maye****,좋은 제품 잘 받았습니다~안그래도 핸드폰 바꾸려고 여기저기 알아보던중에 라이브하는거보고 바로 구매했습니다.알아보던중이라 가격비교해보니 라이브때가 가장 저렴했어요.또 믿을수 있는곳이,좋은 제품 잘 받았습니다~<br>안그래도 핸드폰 바꾸려고 여기저기 알아보던중에 라이브하는거보고 바로 구매했습니다.<br>알아보던중이라 가격비교해보니 라이브때가 가장 저렴했어요.<br>또 믿을수 있는곳이니 더더욱 안심되기도 했구요.<br>사과네 유저였던터라 여러모로 고민되기도 했지만 이거슨 몹시 매우 올바른 선택ㅋㅋㅋ 삼성페이 넘나좋구요.<br>뒤늦은 문명의 혜택을받는 너낌적인 너낌~~~;;<br><em>컬러도 흔치않은 퍼플이라 너무 마음에 듭니다</em>.,2021-07-24,2021-07-26,1627411840914,0.725455,5,Y,1,N,0,Y,2,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 533, 'endPosition': 594, 'reputationScore': 810, 'positiveYn': 'Y'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 556, 'endPosition': 594, 'reputationScore': 695, 'positiveYn': 'Y'}]",3226071973-ncp_1nod3n_01-5331288375,삼성모바일파트너 코잇,https://shopping-phinf.pstatic.net/20210216_20/0640e11b-7791-4eaa-b066-7199eeb4511c.jpg,색상선택: 팬텀 바이올렛,https://smartstore.naver.com/main/products/5331288375,['https://phinf.pstatic.net/checkout/20210724_75/16271234248048btEP_JPEG/review-attachment-4ea08d8d-1660-4a9e-899f-ead65dc1e685.jpeg'],,
175,11st,3288857658,UPSERT,188849827,17703,25783022889,25604807522,co******,최고예요,항상 중고폰만 쓰다가 큰맘먹고 오랜만에 새폰 장만했네요 이곳이 조건이 젤좋네요~배송빠르고 색상도 예쁘고 폰 반옹 속도도 빠르고 그립감도 좋고 만족합니다 엘사폰 쓰다가 기변해서 적응시간이 좀 필요했지만 벌써 익숙해졌네요후기들보니 발열감있다해서 걱정했는데 데이터옮기기 할때 빼고는 발열감 없었어요^^ 바꾸길 잘했네요,2021-10-21,2021-10-21,1634925681558,0.724712,5,N,0,N,0,N,0,,188849827-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
176,ssgcom,1000060241215,UPSERT,1148777773,218835,28762173517,25604807522,in******,이번에 부모님 바꿔드렸어요. 갤럭시8 사용하시다가 오래,"이번에 부모님 바꿔드렸어요. 갤럭시8 사용하시다가 오래돼서 성능도 느려지고 배터리도 빨리 닳아서 삼성폰을 좋아하시는 폰으로 바꿔드렸어요. 노트나 플러스, <em>울트라 라인은 크다고 하시고 성능 좋고</em> 휴대하기 편한 동일 S시리즈로 바꿔드렸는데 디자인, 성능 드 <em>만족해하시니 참 좋습니다</em>. <br>이마트몰에서 할인 및 쿠폰도 주기 때문에 가격도 자급제 폰으로써 만족할 만한 가격으로 샀습니다.",2021-10-19,2021-10-19,1640803634544,0.724701,5,N,0,N,0,Y,2,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 216, 'endPosition': 268, 'reputationScore': 615, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 352, 'endPosition': 386, 'reputationScore': 675, 'positiveYn': 'Y'}]",1148777773-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
177,ncp_1o3yuj_01,5519310748,UPSERT,3281341463,2881298,83063806206,25604807522,free****,"부모님 선물로 사드렸는데 빠르고 안전하게 잘 받았습니다 ^^다시 한 번 자급제 핸드폰을 구매한다면 비에스모바일에서 구매하려구요.저녁에 구매 했는데, 다음 날 아침 판매자님이 '밤 ","부모님 선물로 사드렸는데 빠르고 안전하게 잘 받았습니다 ^^<br>다시 한 번 자급제 핸드폰을 구매한다면 비에스모바일에서 구매하려구요.<br><br>저녁에 구매 했는데, 다음 날 아침 판매자님이 '밤 사이, 가격이 내렸으니 현재 주문은 취소하시고 저렴한 가격으로 다시 한 번 주문하세요' 라고 안내해주셔서 정말 고마웠습니다.<br><br>감사합니다",2021-10-15,2021-10-15,1634323024105,0.72432,5,N,0,N,0,N,0,,3281341463-ncp_1o3yuj_01-5519310748,비에스모바일,https://shopping-phinf.pstatic.net/main_8345706/83457066701.8.jpg,상품 선택: 미개봉 자급제 / 색상 선택: 팬텀 핑크,https://smartstore.naver.com/main/products/5519310748,,,
178,11st,3295262988,UPSERT,178606636,17703,26510319930,25604807522,az******,최고예요,갤럭시s8+를 쓰다가 이제 새 폰이 필요할 것 같아서 아이폰과 s21을 고민했어요. 삼성페이를 못 잃어서 갤럭시로 결정했어요. 어디서 살 지 검색하다 11번가에서 할인해서 구매하게 되었어요. 택배는 예정일 보다 하루 늦게 왔지만 정오에 와서 괜찮았어요. 포장상태는 에어캡에 꼼꼼하게 포장되어 왔어요. 아직 전원을 켜보지는 않았는데 생각보다 크네요^^; 사은품도 잘 받았습니다. 자급제폰이라 기존에 쓰던 알뜰요금제로 잘 사용할 것 같아요~기본 앱만 있어 좋네요~^^,2021-06-21,2021-06-21,1624385185871,0.724171,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 302, 'endPosition': 333, 'reputationScore': 595, 'positiveYn': 'Y'}]",178606636-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
179,11st,3295262988,UPSERT,179295006,17703,26510319930,25604807522,ar******,최고예요,어머니께 <em>선물로 드렸는데 너무 좋아하십니다</em> ㅎ<em>발열 이슈가 있지만 업데이트 이후로 괜찮은거 같습니다</em> ㅎ<em>엄마가 폰도 너무 이쁘고 </em>색상도 너무 이쁘다고 하시네요 ㅎㅎ기존에 s8 사용하셧는데 s21은 정말 부드럽네요<em>동영상 색감이나 화질이 장난아니게 좋더라구</em>요다음에는 아버지도 사드릴 생각입니다,2021-06-29,2021-06-29,1625076133046,0.723769,5,N,0,N,0,Y,4,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 13, 'endPosition': 60, 'reputationScore': 505, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 65, 'endPosition': 139, 'reputationScore': 604, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 144, 'endPosition': 177, 'reputationScore': 553, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 288, 'endPosition': 348, 'reputationScore': 655, 'positiveYn': 'Y'}]",179295006-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
180,11st,3295262988,UPSERT,178981255,17703,26510319930,25604807522,ak******,최고예요,"결제완료 후 배송도 2틀안에 빠르게 도착하였고,  물건도 안전하게 잘 <em>동봉되어 아주 만족스러워요</em>. <em>휴대폰 색상도 맘에 들고 4년만</em>에 새폰을 바꿔서 그런지 성능도 그 전 폰과는 다르게 확연히 차이가 있어요. 부모님폰도 하나 장만해 드릴 예정입니다.",2021-06-25,2021-06-25,1624730588065,0.723167,5,N,0,N,0,Y,2,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 93, 'endPosition': 130, 'reputationScore': 690, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 133, 'endPosition': 173, 'reputationScore': 355, 'positiveYn': 'Y'}]",178981255-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
181,11st,3288857658,UPSERT,181458173,17703,25783022889,25604807522,m1******,최고예요,장점: 한달전에 노트20도 쇼마젠시에서 샀는데 서브폰이 필요해서 갤21+ 도 여기서 구매했어요....구입할 당시 온라인 최저가였고 완벽포장에다 총알배송이에요....노트20 이나 갤럭시21+ 폰은 말할 필요도 없이 너무 좋구요 노트20 살때 사은품 중 검정색 무선충전기 에서 발열이 넘 심해서 못쓰고 있는데 이번에 온건 흰색이어서 외관은 맘에드는데 다만 발열이 안나길 바라요....단점: 억지로 단점을 꼽으라면 갤21 폰에서도 발열이 있다는 말이 있던데 바이올렛컬러가 너무 예뻐서 단점은 눈에 들어오지도 않네요,2021-07-21,2021-07-21,1626976959657,0.722938,5,N,0,N,0,Y,1,"[{'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 595, 'endPosition': 632, 'reputationScore': 590, 'positiveYn': 'Y'}]",181458173-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
182,11st,3288857658,UPSERT,182190424,17703,25783022889,25604807522,du******,최고예요,"배송 진짜 빠릅니다. 결제한 당일 저녁에 받았고 <em>상품 포장도 좋습니다</em>. 보내주신 케이스,카메라 액정필름, 우산 다 좋고 액정 화면이 커서 좋습니다. <em>바이올렛 품절이라 핑크 시켰는데 색 이쁩니다</em>.근데 후기에서 본것처럼 발열은 좀 있는듯합니다. 폰 사용하는데 충전기 연결한 상태로 해서 그런지 금방 뜨거워졌습니다. 이거 외에는 다 만족합니다.",2021-07-29,2021-07-29,1627668124504,0.722819,5,N,0,N,0,Y,3,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 65, 'endPosition': 93, 'reputationScore': 563, 'positiveYn': 'Y'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 199, 'endPosition': 260, 'reputationScore': 524, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 245, 'endPosition': 260, 'reputationScore': 494, 'positiveYn': 'Y'}]",182190424-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
183,ncp_1nod3n_01,5331288375,UPSERT,3216392335,781798,82875781042,25604807522,khye****,핸드폰 바꾸려고 알아보던중 갤럭시s21특가행사하는걸 알고 기다렸다 샀어요알뜰폰이용중이라 자급제로 샀는데 색상도 이쁘고 맘에드네요발열문제가 있는것같던데 업그레이이드하고나니 괜찮아진것,핸드폰 바꾸려고 알아보던중 갤럭시s21특가행사하는걸 알고 기다렸다 샀어요<br>알뜰폰이용중이라 자급제로 샀는데 색상도 이쁘고 <em>맘에드네요</em><br>발열문제가 있는것같던데 <em>업그레이이드하고나니 괜찮아진것 같아요</em><br>단점은 배터리가 금방닳네요 <em>아쉬워요</em>,2021-07-12,2021-07-12,1626115091938,0.722445,5,Y,2,N,0,Y,3,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 174, 'endPosition': 188, 'reputationScore': 512, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 228, 'endPosition': 283, 'reputationScore': 725, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 327, 'endPosition': 338, 'reputationScore': 273, 'positiveYn': 'N'}]",3216392335-ncp_1nod3n_01-5331288375,삼성모바일파트너 코잇,https://shopping-phinf.pstatic.net/20210216_20/0640e11b-7791-4eaa-b066-7199eeb4511c.jpg,색상선택: 팬텀 바이올렛,https://smartstore.naver.com/main/products/5331288375,"['https://phinf.pstatic.net/checkout/20210712_300/1626026816336ITThy_JPEG/review-attachment-7489f6c7-40a6-470b-b62d-98c18c990d08.jpeg', 'https://phinf.pstatic.net/checkout/20210712_165/16260268489693rSmD_JPEG/review-attachment-e38252c1-c1fc-466e-8f00-da991fbd2db2.jpeg']",,
184,lotteon,LO1452329501,UPSERT,50000014576838,1243359,25883629697,25604807522,h*u*****,노트7 쓰다가 이번에 S21로 바꾸게,"노트7 쓰다가 이번에 S21로 바꾸게 되었는데 폰도 이쁘고 화면도 깨끗하네요^^  액정필름도 기본적으로 붙여져서 나오고 급속충전기와 폰케이스, 카메라액정플름  사은품도 잘왔고 <em>가격도 카드할인까지 적용받아 저렴하게 구입했어요</em> <em>강추합니다</em>~~~~",2021-12-21,2021-12-21,1640109736600,0.722269,5,N,0,N,0,Y,2,"[{'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 238, 'endPosition': 307, 'reputationScore': 800, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 309, 'endPosition': 323, 'reputationScore': 445, 'positiveYn': 'Y'}]",50000014576838-lotteon-LO1452329501,롯데ON,https://shopping-phinf.pstatic.net/20210909/c143849d-0eb5-4662-ae04-a9bd8efd7371.jpg,팬텀 그레이,https://www.lotteon.com/p/product/LO1452329501?sitmNo=LO1452329501_1452329502&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,,,
185,11st,3288857658,UPSERT,179281991,17703,25783022889,25604807522,su******,최고예요,21과 21+사이에서 주말내내 <em>고민하다 실버색상이 너무맘에들어 21</em>+로 결정!! 핸드폰없는 아날로그2일이 마치 20일처럼 느껴졌지만 개봉후 역..역시 샘숭!!<em>카메라를 자주사용한다면 무조건 선택해야합니다</em>..화질 정말대단합니다....<em>후면 실버색상은 정말 오묘합니다</em> 방향에 따라 다 다른색상입니다 <em>눈으로봐야 더 예뻐요</em>..역시 <em>돈 더주고+고르길 잘했습니다</em>ㅠㅠ21+실버색상 핵강추!!사은품 많이주시는 판매자님도 강추!!저 6월22일날 주문했어요 잊지말아주세용,2021-06-29,2021-06-29,1625782423732,0.722116,5,N,0,N,0,Y,5,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 35, 'endPosition': 84, 'reputationScore': 448, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 200, 'endPosition': 265, 'reputationScore': 598, 'positiveYn': 'Y'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 300, 'endPosition': 344, 'reputationScore': 670, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 389, 'endPosition': 417, 'reputationScore': 577, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 427, 'endPosition': 465, 'reputationScore': 447, 'positiveYn': 'Y'}]",179281991-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
186,11st,3295048592,UPSERT,188166620,17703,27491921313,25604807522,dk******,최고예요,지금 쓰는 노트20 울트라도 자급제로 11번가에서 구입해서 잘 쓰고 있어요~엄마가 핸드폰 바꿀때가 되어서 저와 같은 자급제로 또 구입하게 됐습니다~엄마 핸드폰이 오래되서 데이터 옮기는데 시간이 좀 걸렸지만 완전 만족하니까 저도 기분이 좋네요^^핑크로 구입했는데 색상도 예쁘고 무게도 그렇게 무겁지 않구요.잘 써보겠습니다,2021-10-13,2021-10-13,1634234499181,0.722116,5,N,0,N,0,N,0,,188166620-11st-3295048592,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
