,mallId,mallProductId,updateType,mallReviewId,mallSeq,nvMid,matchNvMid,userId,title,content,registerDate,modifyDate,createTime,qualityScore,starScore,imageYn,imageCount,videoYn,videoCount,topicYn,topicCount,topics,uniqueKey,mallName,mallLogo,buyOption,pageUrl,images,_uniqueKey,videos
111,ssgcom,1000060241215,UPSERT,1156010247,218835,28762173517,25604807522,cn******,오~완전 빨라요! 다른폰쓰다가 폰만 바꿀라고 자급제 샀,오~완전 빨라요! 다른폰쓰다가 폰만 바꿀라고 자급제 샀는데요같이 비교했을때 반응속도가 완전 빨라요.터치하다 깜짝 놀람 ㅋ<em>역시~ 요즘 폰중에 최고네요</em>!! <em>금액도 착하고</em> <em>원하던바이올렛 색깔이 은은하니 너무 예쁩니다</em>. 메모리 용량도 커서 좋구요.  손에 쏙! 들어오는 <em>사이즈로 부담없어 좋아요</em>~<em>잘 쓰겠습니다</em>!!다른폰과비교컷워낙큰폰이라부담인데이건쏙 들어와용,2021-12-28,2021-12-28,1640803296358,0.744502,5,N,0,N,0,Y,5,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 169, 'endPosition': 205, 'reputationScore': 624, 'positiveYn': 'Y'}, {'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 209, 'endPosition': 227, 'reputationScore': 431, 'positiveYn': 'Y'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 229, 'endPosition': 292, 'reputationScore': 806, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 359, 'endPosition': 393, 'reputationScore': 588, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 395, 'endPosition': 413, 'reputationScore': 366, 'positiveYn': 'Y'}]",1156010247-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
112,auction,C489636999,UPSERT,1976383068,114,30285440599,25604807522,q*r*****,구성품이 휴대폰과 c to c 케이블이 다네요. 젤리케...,구성품이 휴대폰과 c to c 케이블이 다네요.<br>젤리케이스라도 있을줄 알았는데..;;<br>케이블도 c to c라 쓸수가 없네요 전용충전기라도 같이 넣어주셔야 하는거 아닌가요?<br>급 c타입 케이블과 케이스 주문 했네요 ㅡㅡㅎ<br>휴대폰 크기나 무게는 적당하고 기능도 기존에 쓰던 S7<em>엣지랑 비슷해서 사용하기 편하네요</em>.<br>색상은 핑크랑 바이올렛 고민하다 샀는데 <em>좀 후회되네요</em>. 어두운 바이올렛이라 안듯 남색처럼 보이네요. <em>색상이 좀 아쉬워요</em>. 좀더 밝은 바이올렛이면 더 좋았을듯 하네요.,2022-01-13,2022-01-13,1642270103255,0.744368,4,N,0,N,0,Y,3,"[{'topicCode': 'usability', 'topicName': '사용성', 'topicNameRaw': '사용성', 'startPosition': 364, 'endPosition': 411, 'reputationScore': 690, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 473, 'endPosition': 491, 'reputationScore': 575, 'positiveYn': 'N'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 557, 'endPosition': 582, 'reputationScore': 558, 'positiveYn': 'N'}]",1976383068-auction-C489636999,옥션,https://shopping-phinf.pstatic.net/20210217/606e936b-406c-4dad-8640-f832d7d11919.jpg,"색상 / 바이올렛 / 940,200원  / ",http://itempage.auction.co.kr/DetailView.aspx?ItemNo=C489636999,,,
113,ssgcom,1000060241215,UPSERT,1144477780,218835,28762173517,25604807522,go******,8월 13일에 주문해서 잘 배송받고 현재 유심끼우고 사,"8월 13일에 주문해서 잘 배송받고 현재 유심끼우고 사용하고 있습니다. 이거저것 요금제 약정하는게 싫어서  늘 자급제로 이용하고 있는데 경제적인 것 같습니다. 같이 보내주신 젤리케이스와 충전기, 카메라 액정커버도 잘 사용하고 있어요. 리뷰 쓰러왔는데 일시 품절이네요. 울트라를보다보니 상대적으로 작을까 걱정했는데 오히려 가볍고 여자가 사용하기엔 더 편한것 같아요~",2021-09-05,2021-09-05,1640803316984,0.744174,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 391, 'endPosition': 431, 'reputationScore': 355, 'positiveYn': 'N'}]",1144477780-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
114,11st,3288857658,UPSERT,179580636,17703,25783022889,25604807522,wl******,최고예요,어무이 퇴직기념 선물로 사드렸어요^^기존 핸드폰은 용량이 넘 적어 사진을 찍으면 매번 지우셔야 했는데 이왕 사드릴거 최신폰으로 구매하자 하고 큰맘먹고 질렀네요 용량으로 인한 걱정은 전혀 없을듯 하네요!!배송은 서울지역이 아니라 당일배송은 아니구 주문하고 다음날 들어왔어요!! 그리고 뜯어서 보니 핸드폰이 다치지 않게 빵빵한 충전제를 넣어주셨네요 제품구성도 너무 좋구 색감은 고급진 퍼플 색상이예요 크기도 손 안에 착 감기고 오래오래 쓰실듯 합니다~,2021-07-01,2021-07-01,1625782468258,0.744072,5,N,0,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 513, 'endPosition': 554, 'reputationScore': 633, 'positiveYn': 'Y'}]",179580636-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
115,finegst,5592262696,UPSERT,3217955559,184941,83136758983,25604807522,blac****,S8을 4 ~ 5년정도쓰고 고장난김에 큰맘먹고 구매하게 됐습니다. 결론을 말하면 저는 만족합니다. 처음에 발열이 심하다 생각했는데 더써봐야 알겠지만 업그레이드하니깐 그 증상이 없어,S8을 4 ~ 5년정도쓰고 고장난김에 큰맘먹고 구매하게 됐습니다. 결론을 말하면 저는 <em>만족합니다</em>. 처음에 <em>발열이 심하다</em> 생각했는데 더써봐야 알겠지만 업그레이드하니깐 그 증상이 없어진 것같네요. 배송도 하루만에 왔습니다.오전에 주문해서 다음날 오전도착.<br>구매후 알뜰요금제를 할생각으로 구매했어요<br>요즘 대리점가서 호갱되시는 분 없으시겠죠?,2021-07-14,2021-07-14,1626288025683,0.743871,4,N,0,N,0,Y,2,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 110, 'endPosition': 124, 'reputationScore': 469, 'positiveYn': 'Y'}, {'topicCode': 'quality', 'topicName': '품질', 'topicNameRaw': '품질', 'startPosition': 137, 'endPosition': 155, 'reputationScore': 445, 'positiveYn': 'N'}]",3217955559-finegst-5592262696,KT공식몰,https://shopping-phinf.pstatic.net/20210216_0/1841f8f8-a497-4496-832a-d5532e6fed85.jpg,색상: 팬텀 바이올렛,https://smartstore.naver.com/main/products/5592262696,,,
116,interpark,8080537937,UPSERT,108219189,3,26700845227,25604807522,j*a*****,이게 뭐하자는건지,받자마자 유심끼우고 개통해서 사용하기 시작하는데 카톡다운받고 상대방에게 사진전송하니 전송속도가 1초면될것을 오래걸리네요 동영상도 5초짜리가 1분이 넘게걸려네 분명하자없는걸로 부탁을했는데 핸드폰쓴지도 23년이 지났거늘 이런적은 처음이네요 현찰들여서 일주일도안되서 서비스센타가게생겼네  것참,2021-05-02,2021-05-02,1619978480147,0.743604,3,N,0,N,0,Y,1,"[{'topicCode': 'condition', 'topicName': '제품상태', 'topicNameRaw': '제품상태', 'startPosition': 228, 'endPosition': 245, 'reputationScore': 440, 'positiveYn': 'Y'}]",108219189-interpark-8080537937,인터파크,https://shopping-phinf.pstatic.net/20210217/93646eee-d7cb-4490-a54c-0c231c432496.jpg,,http://www.interpark.com/gate/ippgw.jsp?biz_cd=P01397&goods_no=8080537937,,,
117,ssgcom,1000060241215,UPSERT,1148958390,218835,28762173517,25604807522,hw******,갤럭시z플립살까 고민하다 사용하는 용도가 많지않아서 가,갤럭시z플립살까 고민하다 <em>사용하는 용도가 많지않아서</em> 가격면에서 s21이 합당하지 싶어 구매했어여..배송은 주문 담날 바로 받았구여<br>포장은 뽁뽁이에 담아와 파손 걱정할 필요없었고<br>사은품까지 잘 왔습니다<br>매번 어두운 색 구매하다 <em>바이올렛 구매했더니<br>샤방샤방 이쁘네여</em><br>받자마자 유심바꿔 기존거에서 전송받으니 바로 <br>사용가능했습니다.<br>카메라 화질도 좋고 음량도 다 좋네여~<br>할인가에 카드청구할인까지 적용하니 판매처중<br><em>젤 저렴하게 구매했지 싶은게 여러모로 만족스럽습니다</em>,2021-10-21,2021-10-21,1640803306952,0.743166,5,N,0,N,0,Y,4,"[{'topicCode': 'usage', 'topicName': '활용도', 'topicNameRaw': '활용도', 'startPosition': 36, 'endPosition': 73, 'reputationScore': 540, 'positiveYn': 'N'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 321, 'endPosition': 377, 'reputationScore': 435, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 353, 'endPosition': 377, 'reputationScore': 250, 'positiveYn': 'Y'}, {'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 602, 'endPosition': 675, 'reputationScore': 870, 'positiveYn': 'Y'}]",1148958390-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
118,ssgcom,1000060241215,UPSERT,1151413093,218835,28762173517,25604807522,ju******,카드청구할인으로 저렴하게 구매했네요  기존 휴대폰이 고,"<em>카드청구할인으로 저렴하게 구매했네요</em><br>기존 휴대폰이 고장나서 밧데리가 게속 꺼지는 바람에 급히샀구요 <br>가격도 좋고 <em>가볍고 크기도 적당하면서</em> 쓰기 좋습니다<br>자급제폰으로 유심끼고 대리점가서 기변하고 보험들고 하루에 다했어요 <br>조금 복잡했는데 한번 하고나니 <br>다시 잘 할수있을 것 같아요, 앞으로도 자급제폰을 이용할 생각이에요<br>",2021-11-12,2021-11-12,1640803334356,0.743071,5,N,0,N,0,Y,2,"[{'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 0, 'endPosition': 52, 'reputationScore': 668, 'positiveYn': 'Y'}, {'topicCode': 'size', 'topicName': '사이즈', 'topicNameRaw': '사이즈', 'startPosition': 169, 'endPosition': 203, 'reputationScore': 503, 'positiveYn': 'Y'}]",1151413093-ssgcom-1000060241215,SSG닷컴,https://shopping-phinf.pstatic.net/20210217/cd3c0351-bdaf-4204-bf88-c82cb3c6082c.jpg,,,,,
119,ncp_1nk056_01,5328688328,UPSERT,3271549346,555625,82873180920,25604807522,dcha****,계속 가격 비교중이었는데 라이브방송으로 저렴하게 구입했어요.1. 우선 포장이 기가 막힙니다.빵빵해서 아무리 굴려도 떨어뜨려도 폰이 망가지지않을거같아요 비슷한시기에 워치4를 타 사이,계속 가격 비교중이었는데 라이브방송으로 저렴하게 구입했어요.<br>1. 우선 포장이 기가 막힙니다.<br>빵빵해서 아무리 굴려도 떨어뜨려도 폰이 망가지지않을거같아요 비슷한시기에 워치4를 타 사이트에서 주문했는데 박스포장도 찢어져오고.. 여기 제품 받아보다보니 더 화가 나더라구요 가전제품은 안전이 생명인데 믿고 주문하실수 있을거예요,2021-09-30,2021-09-30,1633027232377,0.742765,5,Y,2,N,0,N,0,,3271549346-ncp_1nk056_01-5328688328,삼성인증파트너 쇼마젠시,https://shopping-phinf.pstatic.net/20210909/d3ef7c17-4e4b-44cf-9b02-94e068f15ffc.jpg,모델: 갤럭시 S21 / 색상: 팬텀 바이올렛,https://smartstore.naver.com/main/products/5328688328,"['https://phinf.pstatic.net/checkout/20210930_97/1633003475639HNJRA_JPEG/review-attachment-f56b4fea-1a89-4e65-bb3a-e017c9532371.jpeg', 'https://phinf.pstatic.net/checkout/20210930_143/1633003481977sie3F_JPEG/review-attachment-08977436-1edb-4893-9c53-5aa9c0f7a874.jpeg']",,
120,11st,3295262988,UPSERT,179036384,17703,26510319930,25604807522,se******,최고예요,핸드폰 바꿀시점이랑 맞물려서 자급제폰으로 갈아탔어요.일단 동네 대리점이니 약정안묶고 <em>부가서비스 안묶여서 너무 좋네요</em>.1.배송은 구매후 그다다음날 도착합니다.2.뽁뽁이와 박스에 사은품과 함께 옵니다. <em>포장도 괜찮아요</em>.3. 서비스중 필름지는 뒤에 렌즈 필름입니다.참고하시구요. 18w충전기이고 삼성 안쪽박스에 c타입젠더로 충전하니 빠르게 충전됩니다4. 색은 무난하게 <em>그레이샀는데 오히려 편하고 좋아요</em>.<em>플러스나 울트라보다 작아서 </em>가벼워서 좋습니다.,2021-06-25,2021-06-25,1624730733810,0.742384,5,N,0,N,0,Y,4,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 123, 'endPosition': 167, 'reputationScore': 717, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 279, 'endPosition': 300, 'reputationScore': 484, 'positiveYn': 'Y'}, {'topicCode': 'color', 'topicName': '색상', 'topicNameRaw': '색상', 'startPosition': 501, 'endPosition': 548, 'reputationScore': 362, 'positiveYn': 'Y'}, {'topicCode': 'size', 'topicName': '사이즈', 'topicNameRaw': '사이즈', 'startPosition': 550, 'endPosition': 588, 'reputationScore': 510, 'positiveYn': 'Y'}]",179036384-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
121,11st,3288857658,UPSERT,178465024,17703,25783022889,25604807522,ki******,보통이에요,기존의 스마트폰이 오래되서 새로 구매했는데 성능도 빠르고 지문인식도 편리해서 <em>마음에 듭니다</em>. 온라인 커뮤니티에서 발열이슈 있다고 하던데 무선충전할 때 빼곤 크게 못 느꼈습니다. 다만 새 상품임에도 불구하고 유심 트레이에 기스불량 있어서 <em>부품 교환하느라 서비스센터까지 가는 게 좀 번거롭고 아쉬웠습니다</em>. 제품박스 앞면이랑 충전포트 안쪽에도 살짝 기스가 있어서 좀 신경 쓰이긴 하지만 그 외에는 <em>큰 이상이 없으니 잘 쓰겠습니다</em>. 배송은 택배파업 때문에 걱정했는데 생각보다 빨라서 좋았습니다.,2021-06-19,2021-06-19,1625782422444,0.74145,3,N,0,N,0,Y,3,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 111, 'endPosition': 129, 'reputationScore': 545, 'positiveYn': 'Y'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 332, 'endPosition': 422, 'reputationScore': 955, 'positiveYn': 'N'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 549, 'endPosition': 591, 'reputationScore': 715, 'positiveYn': 'Y'}]",178465024-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
122,11st,3295262988,UPSERT,194614978,17703,26510319930,25604807522,an******,최고예요,5년 넘게 v20사용하던 동생 폰 바꿔주려 구입했습니다. <em>남자가 사용하기에는 조금 작긴한데</em> 빠릿빠릿하고 음향도 좋고 뭣보다 배젤이 얇아서 기기가 작아도 되레 더 크게 보이네요. 어플이랑 사진 옮기느라 시간이 걸렸지만 매일 메모리 정리해야 겨우 쓰던걸 이제 바꿔줘서 <em>기분이 너무 좋습니다</em>. 다음에는 어머니 것도 플래그쉽으로 바꿔드리고 ？럼六？.,2021-12-28,2021-12-28,1640801822644,0.741406,5,N,0,N,0,Y,2,"[{'topicCode': 'size', 'topicName': '사이즈', 'topicNameRaw': '사이즈', 'startPosition': 72, 'endPosition': 119, 'reputationScore': 640, 'positiveYn': 'N'}, {'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 362, 'endPosition': 390, 'reputationScore': 645, 'positiveYn': 'Y'}]",194614978-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
123,11st,3288857658,UPSERT,187745060,17703,25783022889,25604807522,af******,좋아요,조금 늦게 할인 받아 구매 했는데...일단은 사용하기 좋고 빠르고 쓸만한듯요. 일반 유저가 사용하기에는 큰 문제 없네요. 다만 삼성의 인터페이스가 좀 맘에 안들고 일부 앱은 제대로 작동이 안되네요.엘지폰은 문제 없었는데....아니. 근데 구매후 받자마자 7일에 추가 할인이 떳네!!!! 이런 제길슨!!!!5프로 추가 할인 받을수 있는걸 5프로 더 비쓰게 산 꼴이네. 젠장!!!!좀 더 일찍 공수를 하시지 좀!!!,2021-10-07,2021-10-07,1633716148118,0.740769,4,N,0,N,0,N,0,,187745060-11st-3288857658,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
124,11st,3295262988,UPSERT,179200875,17703,26510319930,25604807522,dn******,최고예요,기존쓰던 폰을 바꿀때가 되어 고민끝에 결정하였습니다.폰모델이야 이미 검증되었고최대한 부담스럽지 않은 가격대 검색하다 자급제 폰을발견하였고 쿠폰이며 티할인이며 해서 제생각엔 가장싸게 잘 구매했다고 생각합니다~요금제도 의무없이 제마음대로 선택할 수 있는것도 장점이구요~택배도 안전하게 도착예정보다 일찍 잘 받았습니다~,2021-06-27,2021-06-27,1624903460712,0.740681,5,N,0,N,0,Y,1,"[{'topicCode': 'price', 'topicName': '가격', 'topicNameRaw': '가격', 'startPosition': 237, 'endPosition': 282, 'reputationScore': 630, 'positiveYn': 'Y'}]",179200875-11st-3295262988,11번가,https://shopping-phinf.pstatic.net/20210217/f7063139-d02c-4822-b334-b9afff3956b2.jpg,,,,,
125,interpark,8174292179,UPSERT,108650210,3,27520038714,25604807522,m*n*****,배송 매우 빨라요,"하루만에 받아서 받자마자 어플 다운하고 유심 갈아끼고 사용 중이에요. 발열문제가 있던데 아직까진 잘 못느끼겠고, 저는 게임을 안해서 크게 문제는 없을 것 같아요. 서비스로 충전기, 필름, 케이스 주셨어요. 충전기가 충전속도가 빨라서 매우 마음에 들어요 ㅎㅎ 인생주간 쿠폰으로 78만원정도에 구매했네요. 앞으로는 계속 자급제로 써야겠어요~",2021-06-17,2021-06-17,1624039283214,0.740515,5,Y,3,N,0,Y,1,"[{'topicCode': 'total', 'topicName': '만족도', 'topicNameRaw': '만족도', 'startPosition': 325, 'endPosition': 343, 'reputationScore': 518, 'positiveYn': 'Y'}]",108650210-interpark-8174292179,인터파크,https://shopping-phinf.pstatic.net/20210217/93646eee-d7cb-4490-a54c-0c231c432496.jpg,,http://www.interpark.com/gate/ippgw.jsp?biz_cd=P01397&goods_no=8174292179,"['https://shopping-phinf.pstatic.net/20210619_3/b21b965e-6d39-40d9-ba1c-160047e2c646.jpg', 'https://shopping-phinf.pstatic.net/20210619_1/268fc7f2-8145-46b8-ac26-36e3f5b115d0.jpg', 'https://shopping-phinf.pstatic.net/20210619_15/be1fc707-b2fc-41c2-b3a2-5feeda5675a0.jpg']",,
